rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species,name
660,371.0,071,30,371,yellow birch,Betula,alleghaniensis,Koochiching
661,371.0,075,832,371,yellow birch,Betula,alleghaniensis,Lake
662,371.0,077,2,371,yellow birch,Betula,alleghaniensis,Lake of the Woods
663,371.0,095,98,371,yellow birch,Betula,alleghaniensis,Mille Lacs
664,371.0,115,37,371,yellow birch,Betula,alleghaniensis,Pine
665,371.0,137,559,371,yellow birch,Betula,alleghaniensis,Saint Louis
666,371.0,143,21,371,yellow birch,Betula,alleghaniensis,Sibley
667,371.0,145,85,371,yellow birch,Betula,alleghaniensis,Stearns
668,371.0,153,89,371,yellow birch,Betula,alleghaniensis,Todd
669,372.0,025,5,372,sweet birch,Betula,lenta,Chisago
670,373.0,025,2,373,river birch,Betula,nigra,Chisago
671,373.0,061,2,373,river birch,Betula,nigra,Itasca
672,373.0,157,5,373,river birch,Betula,nigra,Wabasha
673,373.0,163,4,373,river birch,Betula,nigra,Washington
674,373.0,169,2,373,river birch,Betula,nigra,Winona
675,375.0,001,4712,375,paper birch,Betula,papyrifera,Aitkin
676,375.0,003,196,375,paper birch,Betula,papyrifera,Anoka
677,375.0,005,2338,375,paper birch,Betula,papyrifera,Becker
678,375.0,007,4362,375,paper birch,Betula,papyrifera,Beltrami
679,375.0,009,44,375,paper birch,Betula,papyrifera,Benton
680,375.0,013,14,375,paper birch,Betula,papyrifera,Blue Earth
681,375.0,017,2728,375,paper birch,Betula,papyrifera,Carlton
682,375.0,021,7556,375,paper birch,Betula,papyrifera,Cass
683,375.0,025,243,375,paper birch,Betula,papyrifera,Chisago
684,375.0,027,1,375,paper birch,Betula,papyrifera,Clay
685,375.0,029,2118,375,paper birch,Betula,papyrifera,Clearwater
686,375.0,031,13014,375,paper birch,Betula,papyrifera,Cook
687,375.0,035,3172,375,paper birch,Betula,papyrifera,Crow Wing
688,375.0,037,74,375,paper birch,Betula,papyrifera,Dakota
689,375.0,041,42,375,paper birch,Betula,papyrifera,Douglas
690,375.0,045,138,375,paper birch,Betula,papyrifera,Fillmore
691,375.0,049,183,375,paper birch,Betula,papyrifera,Goodhue
692,375.0,051,1,375,paper birch,Betula,papyrifera,Grant
693,375.0,053,21,375,paper birch,Betula,papyrifera,Hennepin
694,375.0,055,438,375,paper birch,Betula,papyrifera,Houston
695,375.0,057,2935,375,paper birch,Betula,papyrifera,Hubbard
696,375.0,059,214,375,paper birch,Betula,papyrifera,Isanti
697,375.0,061,11839,375,paper birch,Betula,papyrifera,Itasca
698,375.0,065,692,375,paper birch,Betula,papyrifera,Kanabec
699,375.0,071,7657,375,paper birch,Betula,papyrifera,Koochiching
700,375.0,075,14356,375,paper birch,Betula,papyrifera,Lake
701,375.0,077,2002,375,paper birch,Betula,papyrifera,Lake of the Woods
702,375.0,087,312,375,paper birch,Betula,papyrifera,Mahnomen
703,375.0,089,20,375,paper birch,Betula,papyrifera,Marshall
704,375.0,095,658,375,paper birch,Betula,papyrifera,Mille Lacs
705,375.0,097,1060,375,paper birch,Betula,papyrifera,Morrison
706,375.0,103,9,375,paper birch,Betula,papyrifera,Nicollet
707,375.0,107,7,375,paper birch,Betula,papyrifera,Norman
708,375.0,109,10,375,paper birch,Betula,papyrifera,Olmsted
709,375.0,111,545,375,paper birch,Betula,papyrifera,Otter Tail
710,375.0,113,10,375,paper birch,Betula,papyrifera,Pennington
711,375.0,115,4015,375,paper birch,Betula,papyrifera,Pine
712,375.0,119,65,375,paper birch,Betula,papyrifera,Polk
713,375.0,121,8,375,paper birch,Betula,papyrifera,Pope
714,375.0,135,723,375,paper birch,Betula,papyrifera,Roseau
715,375.0,137,26997,375,paper birch,Betula,papyrifera,Saint Louis
716,375.0,139,39,375,paper birch,Betula,papyrifera,Scott
717,375.0,141,68,375,paper birch,Betula,papyrifera,Sherburne
718,375.0,143,25,375,paper birch,Betula,papyrifera,Sibley
719,375.0,145,220,375,paper birch,Betula,papyrifera,Stearns
720,375.0,153,325,375,paper birch,Betula,papyrifera,Todd
721,375.0,157,309,375,paper birch,Betula,papyrifera,Wabasha
722,375.0,159,268,375,paper birch,Betula,papyrifera,Wadena
723,375.0,163,167,375,paper birch,Betula,papyrifera,Washington
724,375.0,169,619,375,paper birch,Betula,papyrifera,Winona
725,375.0,171,12,375,paper birch,Betula,papyrifera,Wright
726,391.0,001,119,391,"American hornbeam, musclewood",Carpinus,caroliniana,Aitkin
727,391.0,005,222,391,"American hornbeam, musclewood",Carpinus,caroliniana,Becker
728,391.0,007,50,391,"American hornbeam, musclewood",Carpinus,caroliniana,Beltrami
729,391.0,017,14,391,"American hornbeam, musclewood",Carpinus,caroliniana,Carlton
730,391.0,021,67,391,"American hornbeam, musclewood",Carpinus,caroliniana,Cass
731,391.0,025,2,391,"American hornbeam, musclewood",Carpinus,caroliniana,Chisago
732,391.0,029,21,391,"American hornbeam, musclewood",Carpinus,caroliniana,Clearwater
733,391.0,035,31,391,"American hornbeam, musclewood",Carpinus,caroliniana,Crow Wing
734,391.0,037,12,391,"American hornbeam, musclewood",Carpinus,caroliniana,Dakota
735,391.0,045,3,391,"American hornbeam, musclewood",Carpinus,caroliniana,Fillmore
736,391.0,049,1,391,"American hornbeam, musclewood",Carpinus,caroliniana,Goodhue
737,391.0,055,3,391,"American hornbeam, musclewood",Carpinus,caroliniana,Houston
738,391.0,057,1,391,"American hornbeam, musclewood",Carpinus,caroliniana,Hubbard
739,391.0,061,9,391,"American hornbeam, musclewood",Carpinus,caroliniana,Itasca
740,391.0,065,71,391,"American hornbeam, musclewood",Carpinus,caroliniana,Kanabec
741,391.0,071,2,391,"American hornbeam, musclewood",Carpinus,caroliniana,Koochiching
742,391.0,087,10,391,"American hornbeam, musclewood",Carpinus,caroliniana,Mahnomen
743,391.0,091,1,391,"American hornbeam, musclewood",Carpinus,caroliniana,Martin
744,391.0,095,76,391,"American hornbeam, musclewood",Carpinus,caroliniana,Mille Lacs
745,391.0,097,29,391,"American hornbeam, musclewood",Carpinus,caroliniana,Morrison
746,391.0,103,8,391,"American hornbeam, musclewood",Carpinus,caroliniana,Nicollet
747,391.0,111,8,391,"American hornbeam, musclewood",Carpinus,caroliniana,Otter Tail
748,391.0,115,131,391,"American hornbeam, musclewood",Carpinus,caroliniana,Pine
749,391.0,119,12,391,"American hornbeam, musclewood",Carpinus,caroliniana,Polk
750,391.0,137,11,391,"American hornbeam, musclewood",Carpinus,caroliniana,Saint Louis
751,391.0,145,12,391,"American hornbeam, musclewood",Carpinus,caroliniana,Stearns
752,391.0,153,15,391,"American hornbeam, musclewood",Carpinus,caroliniana,Todd
753,391.0,159,47,391,"American hornbeam, musclewood",Carpinus,caroliniana,Wadena
754,391.0,169,1,391,"American hornbeam, musclewood",Carpinus,caroliniana,Winona
755,402.0,001,29,402,bitternut hickory,Carya,cordiformis,Aitkin
756,402.0,013,16,402,bitternut hickory,Carya,cordiformis,Blue Earth
757,402.0,019,5,402,bitternut hickory,Carya,cordiformis,Carver
758,402.0,025,36,402,bitternut hickory,Carya,cordiformis,Chisago
759,402.0,035,10,402,bitternut hickory,Carya,cordiformis,Crow Wing
760,402.0,037,20,402,bitternut hickory,Carya,cordiformis,Dakota
761,402.0,039,10,402,bitternut hickory,Carya,cordiformis,Dodge
762,402.0,043,8,402,bitternut hickory,Carya,cordiformis,Faribault
763,402.0,045,128,402,bitternut hickory,Carya,cordiformis,Fillmore
764,402.0,049,140,402,bitternut hickory,Carya,cordiformis,Goodhue
765,402.0,053,24,402,bitternut hickory,Carya,cordiformis,Hennepin
766,402.0,055,114,402,bitternut hickory,Carya,cordiformis,Houston
767,402.0,059,22,402,bitternut hickory,Carya,cordiformis,Isanti
768,402.0,063,4,402,bitternut hickory,Carya,cordiformis,Jackson
769,402.0,065,19,402,bitternut hickory,Carya,cordiformis,Kanabec
770,402.0,079,11,402,bitternut hickory,Carya,cordiformis,Le Sueur
771,402.0,085,5,402,bitternut hickory,Carya,cordiformis,McLeod
772,402.0,093,5,402,bitternut hickory,Carya,cordiformis,Meeker
773,402.0,095,20,402,bitternut hickory,Carya,cordiformis,Mille Lacs
774,402.0,099,9,402,bitternut hickory,Carya,cordiformis,Mower
775,402.0,103,23,402,bitternut hickory,Carya,cordiformis,Nicollet
776,402.0,109,158,402,bitternut hickory,Carya,cordiformis,Olmsted
777,402.0,115,75,402,bitternut hickory,Carya,cordiformis,Pine
778,402.0,131,27,402,bitternut hickory,Carya,cordiformis,Rice
779,402.0,139,34,402,bitternut hickory,Carya,cordiformis,Scott
780,402.0,143,34,402,bitternut hickory,Carya,cordiformis,Sibley
781,402.0,147,5,402,bitternut hickory,Carya,cordiformis,Steele
782,402.0,157,60,402,bitternut hickory,Carya,cordiformis,Wabasha
783,402.0,161,3,402,bitternut hickory,Carya,cordiformis,Waseca
784,402.0,163,24,402,bitternut hickory,Carya,cordiformis,Washington
785,402.0,169,142,402,bitternut hickory,Carya,cordiformis,Winona
786,402.0,171,6,402,bitternut hickory,Carya,cordiformis,Wright
787,407.0,043,1,407,shagbark hickory,Carya,ovata,Faribault
788,407.0,045,75,407,shagbark hickory,Carya,ovata,Fillmore
789,407.0,049,1,407,shagbark hickory,Carya,ovata,Goodhue
790,407.0,055,966,407,shagbark hickory,Carya,ovata,Houston
791,407.0,099,2,407,shagbark hickory,Carya,ovata,Mower
792,407.0,103,6,407,shagbark hickory,Carya,ovata,Nicollet
793,407.0,109,7,407,shagbark hickory,Carya,ovata,Olmsted
794,407.0,131,3,407,shagbark hickory,Carya,ovata,Rice
795,407.0,139,2,407,shagbark hickory,Carya,ovata,Scott
796,407.0,157,5,407,shagbark hickory,Carya,ovata,Wabasha
797,407.0,169,474,407,shagbark hickory,Carya,ovata,Winona
798,462.0,001,2,462,hackberry,Celtis,occidentalis,Aitkin
799,462.0,003,4,462,hackberry,Celtis,occidentalis,Anoka
800,462.0,007,3,462,hackberry,Celtis,occidentalis,Beltrami
801,462.0,011,8,462,hackberry,Celtis,occidentalis,Big Stone
802,462.0,013,128,462,hackberry,Celtis,occidentalis,Blue Earth
803,462.0,015,10,462,hackberry,Celtis,occidentalis,Brown
804,462.0,019,20,462,hackberry,Celtis,occidentalis,Carver
805,462.0,023,3,462,hackberry,Celtis,occidentalis,Chippewa
806,462.0,025,2,462,hackberry,Celtis,occidentalis,Chisago
807,462.0,027,5,462,hackberry,Celtis,occidentalis,Clay
808,462.0,033,4,462,hackberry,Celtis,occidentalis,Cottonwood
809,462.0,037,32,462,hackberry,Celtis,occidentalis,Dakota
810,462.0,039,10,462,hackberry,Celtis,occidentalis,Dodge
811,462.0,041,1,462,hackberry,Celtis,occidentalis,Douglas
812,462.0,043,59,462,hackberry,Celtis,occidentalis,Faribault
813,462.0,045,106,462,hackberry,Celtis,occidentalis,Fillmore
814,462.0,047,8,462,hackberry,Celtis,occidentalis,Freeborn
815,462.0,049,162,462,hackberry,Celtis,occidentalis,Goodhue
816,462.0,053,17,462,hackberry,Celtis,occidentalis,Hennepin
817,462.0,055,342,462,hackberry,Celtis,occidentalis,Houston
818,462.0,059,17,462,hackberry,Celtis,occidentalis,Isanti
819,462.0,063,10,462,hackberry,Celtis,occidentalis,Jackson
820,462.0,067,78,462,hackberry,Celtis,occidentalis,Kandiyohi
821,462.0,073,77,462,hackberry,Celtis,occidentalis,Lac qui Parle
822,462.0,079,29,462,hackberry,Celtis,occidentalis,Le Sueur
823,462.0,085,49,462,hackberry,Celtis,occidentalis,McLeod
824,462.0,091,19,462,hackberry,Celtis,occidentalis,Martin
825,462.0,093,44,462,hackberry,Celtis,occidentalis,Meeker
826,462.0,095,1,462,hackberry,Celtis,occidentalis,Mille Lacs
827,462.0,097,3,462,hackberry,Celtis,occidentalis,Morrison
828,462.0,101,40,462,hackberry,Celtis,occidentalis,Murray
829,462.0,103,56,462,hackberry,Celtis,occidentalis,Nicollet
830,462.0,107,1,462,hackberry,Celtis,occidentalis,Norman
831,462.0,109,59,462,hackberry,Celtis,occidentalis,Olmsted
832,462.0,111,12,462,hackberry,Celtis,occidentalis,Otter Tail
833,462.0,119,11,462,hackberry,Celtis,occidentalis,Polk
834,462.0,127,5,462,hackberry,Celtis,occidentalis,Redwood
835,462.0,129,19,462,hackberry,Celtis,occidentalis,Renville
836,462.0,131,47,462,hackberry,Celtis,occidentalis,Rice
837,462.0,139,7,462,hackberry,Celtis,occidentalis,Scott
838,462.0,141,5,462,hackberry,Celtis,occidentalis,Sherburne
839,462.0,143,6,462,hackberry,Celtis,occidentalis,Sibley
840,462.0,145,37,462,hackberry,Celtis,occidentalis,Stearns
841,462.0,147,3,462,hackberry,Celtis,occidentalis,Steele
842,462.0,149,13,462,hackberry,Celtis,occidentalis,Stevens
843,462.0,151,119,462,hackberry,Celtis,occidentalis,Swift
844,462.0,157,186,462,hackberry,Celtis,occidentalis,Wabasha
845,462.0,161,7,462,hackberry,Celtis,occidentalis,Waseca
846,462.0,163,10,462,hackberry,Celtis,occidentalis,Washington
847,462.0,165,1,462,hackberry,Celtis,occidentalis,Watonwan
848,462.0,169,204,462,hackberry,Celtis,occidentalis,Winona
849,462.0,171,40,462,hackberry,Celtis,occidentalis,Wright
850,462.0,173,38,462,hackberry,Celtis,occidentalis,Yellow Medicine
851,491.0,013,2,491,flowering dogwood,Cornus,florida,Blue Earth
852,491.0,037,2,491,flowering dogwood,Cornus,florida,Dakota
853,500.0,001,11,500,hawthorn spp.,Crataegus,spp.,Aitkin
854,500.0,005,15,500,hawthorn spp.,Crataegus,spp.,Becker
855,500.0,007,3,500,hawthorn spp.,Crataegus,spp.,Beltrami
856,500.0,009,16,500,hawthorn spp.,Crataegus,spp.,Benton
857,500.0,017,4,500,hawthorn spp.,Crataegus,spp.,Carlton
858,500.0,021,5,500,hawthorn spp.,Crataegus,spp.,Cass
859,500.0,027,5,500,hawthorn spp.,Crataegus,spp.,Clay
860,500.0,029,21,500,hawthorn spp.,Crataegus,spp.,Clearwater
861,500.0,035,18,500,hawthorn spp.,Crataegus,spp.,Crow Wing
862,500.0,039,1,500,hawthorn spp.,Crataegus,spp.,Dodge
863,500.0,041,1,500,hawthorn spp.,Crataegus,spp.,Douglas
864,500.0,043,9,500,hawthorn spp.,Crataegus,spp.,Faribault
865,500.0,045,14,500,hawthorn spp.,Crataegus,spp.,Fillmore
866,500.0,049,16,500,hawthorn spp.,Crataegus,spp.,Goodhue
867,500.0,051,6,500,hawthorn spp.,Crataegus,spp.,Grant
868,500.0,053,33,500,hawthorn spp.,Crataegus,spp.,Hennepin
869,500.0,055,22,500,hawthorn spp.,Crataegus,spp.,Houston
870,500.0,057,12,500,hawthorn spp.,Crataegus,spp.,Hubbard
871,500.0,059,20,500,hawthorn spp.,Crataegus,spp.,Isanti
872,500.0,061,15,500,hawthorn spp.,Crataegus,spp.,Itasca
873,500.0,063,15,500,hawthorn spp.,Crataegus,spp.,Jackson
874,500.0,065,13,500,hawthorn spp.,Crataegus,spp.,Kanabec
875,500.0,071,6,500,hawthorn spp.,Crataegus,spp.,Koochiching
876,500.0,085,6,500,hawthorn spp.,Crataegus,spp.,McLeod
877,500.0,087,4,500,hawthorn spp.,Crataegus,spp.,Mahnomen
878,500.0,089,4,500,hawthorn spp.,Crataegus,spp.,Marshall
879,500.0,091,48,500,hawthorn spp.,Crataegus,spp.,Martin
880,500.0,095,18,500,hawthorn spp.,Crataegus,spp.,Mille Lacs
881,500.0,097,4,500,hawthorn spp.,Crataegus,spp.,Morrison
882,500.0,099,6,500,hawthorn spp.,Crataegus,spp.,Mower
883,500.0,107,16,500,hawthorn spp.,Crataegus,spp.,Norman
884,500.0,109,108,500,hawthorn spp.,Crataegus,spp.,Olmsted
885,500.0,111,42,500,hawthorn spp.,Crataegus,spp.,Otter Tail
886,500.0,115,15,500,hawthorn spp.,Crataegus,spp.,Pine
887,500.0,119,12,500,hawthorn spp.,Crataegus,spp.,Polk
888,500.0,125,4,500,hawthorn spp.,Crataegus,spp.,Red Lake
889,500.0,131,2,500,hawthorn spp.,Crataegus,spp.,Rice
890,500.0,135,11,500,hawthorn spp.,Crataegus,spp.,Roseau
891,500.0,137,12,500,hawthorn spp.,Crataegus,spp.,Saint Louis
892,500.0,141,1,500,hawthorn spp.,Crataegus,spp.,Sherburne
893,500.0,145,5,500,hawthorn spp.,Crataegus,spp.,Stearns
894,500.0,147,2,500,hawthorn spp.,Crataegus,spp.,Steele
895,500.0,153,31,500,hawthorn spp.,Crataegus,spp.,Todd
896,500.0,157,2,500,hawthorn spp.,Crataegus,spp.,Wabasha
897,500.0,159,26,500,hawthorn spp.,Crataegus,spp.,Wadena
898,500.0,161,2,500,hawthorn spp.,Crataegus,spp.,Waseca
899,500.0,165,68,500,hawthorn spp.,Crataegus,spp.,Watonwan
900,500.0,169,25,500,hawthorn spp.,Crataegus,spp.,Winona
901,501.0,137,1,501,cockspur hawthorn,Crataegus,crus-galli,Saint Louis
902,531.0,139,1,531,American beech,Fagus,grandifolia,Scott
903,541.0,001,14,541,white ash,Fraxinus,americana,Aitkin
904,541.0,003,4,541,white ash,Fraxinus,americana,Anoka
905,541.0,009,10,541,white ash,Fraxinus,americana,Benton
906,541.0,013,6,541,white ash,Fraxinus,americana,Blue Earth
907,541.0,021,21,541,white ash,Fraxinus,americana,Cass
908,541.0,029,2,541,white ash,Fraxinus,americana,Clearwater
909,541.0,031,1,541,white ash,Fraxinus,americana,Cook
910,541.0,035,5,541,white ash,Fraxinus,americana,Crow Wing
911,541.0,037,2,541,white ash,Fraxinus,americana,Dakota
912,541.0,039,7,541,white ash,Fraxinus,americana,Dodge
913,541.0,045,64,541,white ash,Fraxinus,americana,Fillmore
914,541.0,049,15,541,white ash,Fraxinus,americana,Goodhue
915,541.0,051,1,541,white ash,Fraxinus,americana,Grant
916,541.0,053,4,541,white ash,Fraxinus,americana,Hennepin
917,541.0,055,48,541,white ash,Fraxinus,americana,Houston
918,541.0,059,2,541,white ash,Fraxinus,americana,Isanti
919,541.0,061,3,541,white ash,Fraxinus,americana,Itasca
920,541.0,065,13,541,white ash,Fraxinus,americana,Kanabec
921,541.0,071,5,541,white ash,Fraxinus,americana,Koochiching
922,541.0,081,12,541,white ash,Fraxinus,americana,Lincoln
923,541.0,091,14,541,white ash,Fraxinus,americana,Martin
924,541.0,095,4,541,white ash,Fraxinus,americana,Mille Lacs
925,541.0,097,7,541,white ash,Fraxinus,americana,Morrison
926,541.0,099,2,541,white ash,Fraxinus,americana,Mower
927,541.0,103,4,541,white ash,Fraxinus,americana,Nicollet
928,541.0,109,40,541,white ash,Fraxinus,americana,Olmsted
929,541.0,111,1,541,white ash,Fraxinus,americana,Otter Tail
930,541.0,115,30,541,white ash,Fraxinus,americana,Pine
931,541.0,131,3,541,white ash,Fraxinus,americana,Rice
932,541.0,137,1,541,white ash,Fraxinus,americana,Saint Louis
933,541.0,143,1,541,white ash,Fraxinus,americana,Sibley
934,541.0,145,4,541,white ash,Fraxinus,americana,Stearns
935,541.0,157,21,541,white ash,Fraxinus,americana,Wabasha
936,541.0,159,5,541,white ash,Fraxinus,americana,Wadena
937,541.0,161,5,541,white ash,Fraxinus,americana,Waseca
938,541.0,163,12,541,white ash,Fraxinus,americana,Washington
939,541.0,169,4,541,white ash,Fraxinus,americana,Winona
940,541.0,171,1,541,white ash,Fraxinus,americana,Wright
941,543.0,001,8105,543,black ash,Fraxinus,nigra,Aitkin
942,543.0,003,67,543,black ash,Fraxinus,nigra,Anoka
943,543.0,005,1255,543,black ash,Fraxinus,nigra,Becker
944,543.0,007,7134,543,black ash,Fraxinus,nigra,Beltrami
945,543.0,009,152,543,black ash,Fraxinus,nigra,Benton
946,543.0,011,9,543,black ash,Fraxinus,nigra,Big Stone
947,543.0,013,16,543,black ash,Fraxinus,nigra,Blue Earth
948,543.0,015,4,543,black ash,Fraxinus,nigra,Brown
949,543.0,017,3466,543,black ash,Fraxinus,nigra,Carlton
950,543.0,019,5,543,black ash,Fraxinus,nigra,Carver
951,543.0,021,4719,543,black ash,Fraxinus,nigra,Cass
952,543.0,025,323,543,black ash,Fraxinus,nigra,Chisago
953,543.0,027,7,543,black ash,Fraxinus,nigra,Clay
954,543.0,029,1951,543,black ash,Fraxinus,nigra,Clearwater
955,543.0,031,1608,543,black ash,Fraxinus,nigra,Cook
956,543.0,035,1921,543,black ash,Fraxinus,nigra,Crow Wing
957,543.0,037,2,543,black ash,Fraxinus,nigra,Dakota
958,543.0,039,20,543,black ash,Fraxinus,nigra,Dodge
959,543.0,041,172,543,black ash,Fraxinus,nigra,Douglas
960,543.0,045,35,543,black ash,Fraxinus,nigra,Fillmore
961,543.0,049,95,543,black ash,Fraxinus,nigra,Goodhue
962,543.0,051,2,543,black ash,Fraxinus,nigra,Grant
963,543.0,053,34,543,black ash,Fraxinus,nigra,Hennepin
964,543.0,055,19,543,black ash,Fraxinus,nigra,Houston
965,543.0,057,566,543,black ash,Fraxinus,nigra,Hubbard
966,543.0,059,404,543,black ash,Fraxinus,nigra,Isanti
967,543.0,061,11718,543,black ash,Fraxinus,nigra,Itasca
968,543.0,065,1065,543,black ash,Fraxinus,nigra,Kanabec
969,543.0,067,12,543,black ash,Fraxinus,nigra,Kandiyohi
970,543.0,069,110,543,black ash,Fraxinus,nigra,Kittson
971,543.0,071,12390,543,black ash,Fraxinus,nigra,Koochiching
972,543.0,075,3635,543,black ash,Fraxinus,nigra,Lake
973,543.0,077,1858,543,black ash,Fraxinus,nigra,Lake of the Woods
974,543.0,079,3,543,black ash,Fraxinus,nigra,Le Sueur
975,543.0,087,647,543,black ash,Fraxinus,nigra,Mahnomen
976,543.0,089,320,543,black ash,Fraxinus,nigra,Marshall
977,543.0,095,1792,543,black ash,Fraxinus,nigra,Mille Lacs
978,543.0,097,684,543,black ash,Fraxinus,nigra,Morrison
979,543.0,103,2,543,black ash,Fraxinus,nigra,Nicollet
980,543.0,107,46,543,black ash,Fraxinus,nigra,Norman
981,543.0,109,32,543,black ash,Fraxinus,nigra,Olmsted
982,543.0,111,875,543,black ash,Fraxinus,nigra,Otter Tail
983,543.0,113,25,543,black ash,Fraxinus,nigra,Pennington
984,543.0,115,2412,543,black ash,Fraxinus,nigra,Pine
985,543.0,119,153,543,black ash,Fraxinus,nigra,Polk
986,543.0,121,21,543,black ash,Fraxinus,nigra,Pope
987,543.0,125,1,543,black ash,Fraxinus,nigra,Red Lake
988,543.0,127,3,543,black ash,Fraxinus,nigra,Redwood
989,543.0,131,12,543,black ash,Fraxinus,nigra,Rice
990,543.0,135,1098,543,black ash,Fraxinus,nigra,Roseau
991,543.0,137,13505,543,black ash,Fraxinus,nigra,Saint Louis
992,543.0,139,4,543,black ash,Fraxinus,nigra,Scott
993,543.0,141,15,543,black ash,Fraxinus,nigra,Sherburne
994,543.0,143,19,543,black ash,Fraxinus,nigra,Sibley
995,543.0,145,376,543,black ash,Fraxinus,nigra,Stearns
996,543.0,149,18,543,black ash,Fraxinus,nigra,Stevens
997,543.0,151,2,543,black ash,Fraxinus,nigra,Swift
998,543.0,153,550,543,black ash,Fraxinus,nigra,Todd
999,543.0,157,46,543,black ash,Fraxinus,nigra,Wabasha
1000,543.0,159,276,543,black ash,Fraxinus,nigra,Wadena
1001,543.0,161,6,543,black ash,Fraxinus,nigra,Waseca
1002,543.0,163,27,543,black ash,Fraxinus,nigra,Washington
1003,543.0,169,68,543,black ash,Fraxinus,nigra,Winona
1004,543.0,171,36,543,black ash,Fraxinus,nigra,Wright
1005,544.0,001,1475,544,green ash,Fraxinus,pennsylvanica,Aitkin
1006,544.0,003,153,544,green ash,Fraxinus,pennsylvanica,Anoka
1007,544.0,005,720,544,green ash,Fraxinus,pennsylvanica,Becker
1008,544.0,007,1466,544,green ash,Fraxinus,pennsylvanica,Beltrami
1009,544.0,009,196,544,green ash,Fraxinus,pennsylvanica,Benton
1010,544.0,011,52,544,green ash,Fraxinus,pennsylvanica,Big Stone
1011,544.0,013,162,544,green ash,Fraxinus,pennsylvanica,Blue Earth
1012,544.0,015,129,544,green ash,Fraxinus,pennsylvanica,Brown
1013,544.0,017,273,544,green ash,Fraxinus,pennsylvanica,Carlton
1014,544.0,019,129,544,green ash,Fraxinus,pennsylvanica,Carver
1015,544.0,021,1327,544,green ash,Fraxinus,pennsylvanica,Cass
1016,544.0,023,68,544,green ash,Fraxinus,pennsylvanica,Chippewa
1017,544.0,025,248,544,green ash,Fraxinus,pennsylvanica,Chisago
1018,544.0,027,193,544,green ash,Fraxinus,pennsylvanica,Clay
1019,544.0,029,626,544,green ash,Fraxinus,pennsylvanica,Clearwater
1020,544.0,031,16,544,green ash,Fraxinus,pennsylvanica,Cook
1021,544.0,033,164,544,green ash,Fraxinus,pennsylvanica,Cottonwood
1022,544.0,035,513,544,green ash,Fraxinus,pennsylvanica,Crow Wing
1023,544.0,037,164,544,green ash,Fraxinus,pennsylvanica,Dakota
1024,544.0,039,50,544,green ash,Fraxinus,pennsylvanica,Dodge
1025,544.0,041,334,544,green ash,Fraxinus,pennsylvanica,Douglas
1026,544.0,043,65,544,green ash,Fraxinus,pennsylvanica,Faribault
1027,544.0,045,126,544,green ash,Fraxinus,pennsylvanica,Fillmore
1028,544.0,047,38,544,green ash,Fraxinus,pennsylvanica,Freeborn
1029,544.0,049,191,544,green ash,Fraxinus,pennsylvanica,Goodhue
1030,544.0,051,72,544,green ash,Fraxinus,pennsylvanica,Grant
1031,544.0,053,207,544,green ash,Fraxinus,pennsylvanica,Hennepin
1032,544.0,055,125,544,green ash,Fraxinus,pennsylvanica,Houston
1033,544.0,057,339,544,green ash,Fraxinus,pennsylvanica,Hubbard
1034,544.0,059,226,544,green ash,Fraxinus,pennsylvanica,Isanti
1035,544.0,061,822,544,green ash,Fraxinus,pennsylvanica,Itasca
1036,544.0,063,17,544,green ash,Fraxinus,pennsylvanica,Jackson
1037,544.0,065,641,544,green ash,Fraxinus,pennsylvanica,Kanabec
1038,544.0,067,392,544,green ash,Fraxinus,pennsylvanica,Kandiyohi
1039,544.0,069,442,544,green ash,Fraxinus,pennsylvanica,Kittson
1040,544.0,071,802,544,green ash,Fraxinus,pennsylvanica,Koochiching
1041,544.0,073,169,544,green ash,Fraxinus,pennsylvanica,Lac qui Parle
1042,544.0,075,75,544,green ash,Fraxinus,pennsylvanica,Lake
1043,544.0,077,182,544,green ash,Fraxinus,pennsylvanica,Lake of the Woods
1044,544.0,079,179,544,green ash,Fraxinus,pennsylvanica,Le Sueur
1045,544.0,081,32,544,green ash,Fraxinus,pennsylvanica,Lincoln
1046,544.0,083,44,544,green ash,Fraxinus,pennsylvanica,Lyon
1047,544.0,085,62,544,green ash,Fraxinus,pennsylvanica,McLeod
1048,544.0,087,349,544,green ash,Fraxinus,pennsylvanica,Mahnomen
1049,544.0,089,331,544,green ash,Fraxinus,pennsylvanica,Marshall
1050,544.0,091,88,544,green ash,Fraxinus,pennsylvanica,Martin
1051,544.0,093,195,544,green ash,Fraxinus,pennsylvanica,Meeker
1052,544.0,095,766,544,green ash,Fraxinus,pennsylvanica,Mille Lacs
1053,544.0,097,517,544,green ash,Fraxinus,pennsylvanica,Morrison
1054,544.0,099,38,544,green ash,Fraxinus,pennsylvanica,Mower
1055,544.0,101,49,544,green ash,Fraxinus,pennsylvanica,Murray
1056,544.0,103,91,544,green ash,Fraxinus,pennsylvanica,Nicollet
1057,544.0,107,328,544,green ash,Fraxinus,pennsylvanica,Norman
1058,544.0,109,83,544,green ash,Fraxinus,pennsylvanica,Olmsted
1059,544.0,111,1084,544,green ash,Fraxinus,pennsylvanica,Otter Tail
1060,544.0,113,61,544,green ash,Fraxinus,pennsylvanica,Pennington
1061,544.0,115,719,544,green ash,Fraxinus,pennsylvanica,Pine
