rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species,name
1062,544.0,117,54,544,green ash,Fraxinus,pennsylvanica,Pipestone
1063,544.0,119,469,544,green ash,Fraxinus,pennsylvanica,Polk
1064,544.0,121,215,544,green ash,Fraxinus,pennsylvanica,Pope
1065,544.0,125,96,544,green ash,Fraxinus,pennsylvanica,Red Lake
1066,544.0,127,63,544,green ash,Fraxinus,pennsylvanica,Redwood
1067,544.0,129,39,544,green ash,Fraxinus,pennsylvanica,Renville
1068,544.0,131,241,544,green ash,Fraxinus,pennsylvanica,Rice
1069,544.0,135,352,544,green ash,Fraxinus,pennsylvanica,Roseau
1070,544.0,137,631,544,green ash,Fraxinus,pennsylvanica,Saint Louis
1071,544.0,139,102,544,green ash,Fraxinus,pennsylvanica,Scott
1072,544.0,141,144,544,green ash,Fraxinus,pennsylvanica,Sherburne
1073,544.0,143,161,544,green ash,Fraxinus,pennsylvanica,Sibley
1074,544.0,145,505,544,green ash,Fraxinus,pennsylvanica,Stearns
1075,544.0,147,14,544,green ash,Fraxinus,pennsylvanica,Steele
1076,544.0,149,40,544,green ash,Fraxinus,pennsylvanica,Stevens
1077,544.0,151,150,544,green ash,Fraxinus,pennsylvanica,Swift
1078,544.0,153,483,544,green ash,Fraxinus,pennsylvanica,Todd
1079,544.0,155,4,544,green ash,Fraxinus,pennsylvanica,Traverse
1080,544.0,157,140,544,green ash,Fraxinus,pennsylvanica,Wabasha
1081,544.0,159,170,544,green ash,Fraxinus,pennsylvanica,Wadena
1082,544.0,161,55,544,green ash,Fraxinus,pennsylvanica,Waseca
1083,544.0,163,69,544,green ash,Fraxinus,pennsylvanica,Washington
1084,544.0,165,140,544,green ash,Fraxinus,pennsylvanica,Watonwan
1085,544.0,167,114,544,green ash,Fraxinus,pennsylvanica,Wilkin
1086,544.0,169,121,544,green ash,Fraxinus,pennsylvanica,Winona
1087,544.0,171,472,544,green ash,Fraxinus,pennsylvanica,Wright
1088,544.0,173,10,544,green ash,Fraxinus,pennsylvanica,Yellow Medicine
1089,552.0,013,3,552,honeylocust,Gleditsia,triacanthos,Blue Earth
1090,571.0,013,11,571,Kentucky coffeetree,Gymnocladus,dioicus,Blue Earth
1091,571.0,015,1,571,Kentucky coffeetree,Gymnocladus,dioicus,Brown
1092,571.0,071,4,571,Kentucky coffeetree,Gymnocladus,dioicus,Koochiching
1093,571.0,129,15,571,Kentucky coffeetree,Gymnocladus,dioicus,Renville
1094,571.0,135,1,571,Kentucky coffeetree,Gymnocladus,dioicus,Roseau
1095,601.0,001,56,601,butternut,Juglans,cinerea,Aitkin
1096,601.0,009,2,601,butternut,Juglans,cinerea,Benton
1097,601.0,013,3,601,butternut,Juglans,cinerea,Blue Earth
1098,601.0,015,4,601,butternut,Juglans,cinerea,Brown
1099,601.0,019,23,601,butternut,Juglans,cinerea,Carver
1100,601.0,025,7,601,butternut,Juglans,cinerea,Chisago
1101,601.0,035,73,601,butternut,Juglans,cinerea,Crow Wing
1102,601.0,037,11,601,butternut,Juglans,cinerea,Dakota
1103,601.0,039,34,601,butternut,Juglans,cinerea,Dodge
1104,601.0,045,37,601,butternut,Juglans,cinerea,Fillmore
1105,601.0,049,42,601,butternut,Juglans,cinerea,Goodhue
1106,601.0,053,4,601,butternut,Juglans,cinerea,Hennepin
1107,601.0,055,127,601,butternut,Juglans,cinerea,Houston
1108,601.0,059,35,601,butternut,Juglans,cinerea,Isanti
1109,601.0,061,2,601,butternut,Juglans,cinerea,Itasca
1110,601.0,065,69,601,butternut,Juglans,cinerea,Kanabec
1111,601.0,079,3,601,butternut,Juglans,cinerea,Le Sueur
1112,601.0,085,16,601,butternut,Juglans,cinerea,McLeod
1113,601.0,095,68,601,butternut,Juglans,cinerea,Mille Lacs
1114,601.0,097,34,601,butternut,Juglans,cinerea,Morrison
1115,601.0,103,4,601,butternut,Juglans,cinerea,Nicollet
1116,601.0,109,7,601,butternut,Juglans,cinerea,Olmsted
1117,601.0,115,47,601,butternut,Juglans,cinerea,Pine
1118,601.0,131,2,601,butternut,Juglans,cinerea,Rice
1119,601.0,139,3,601,butternut,Juglans,cinerea,Scott
1120,601.0,143,10,601,butternut,Juglans,cinerea,Sibley
1121,601.0,145,2,601,butternut,Juglans,cinerea,Stearns
1122,601.0,157,94,601,butternut,Juglans,cinerea,Wabasha
1123,601.0,161,6,601,butternut,Juglans,cinerea,Waseca
1124,601.0,163,8,601,butternut,Juglans,cinerea,Washington
1125,601.0,169,164,601,butternut,Juglans,cinerea,Winona
1126,601.0,171,2,601,butternut,Juglans,cinerea,Wright
1127,602.0,005,3,602,black walnut,Juglans,nigra,Becker
1128,602.0,013,65,602,black walnut,Juglans,nigra,Blue Earth
1129,602.0,015,1,602,black walnut,Juglans,nigra,Brown
1130,602.0,037,7,602,black walnut,Juglans,nigra,Dakota
1131,602.0,039,58,602,black walnut,Juglans,nigra,Dodge
1132,602.0,043,4,602,black walnut,Juglans,nigra,Faribault
1133,602.0,045,277,602,black walnut,Juglans,nigra,Fillmore
1134,602.0,047,2,602,black walnut,Juglans,nigra,Freeborn
1135,602.0,049,178,602,black walnut,Juglans,nigra,Goodhue
1136,602.0,053,4,602,black walnut,Juglans,nigra,Hennepin
1137,602.0,055,200,602,black walnut,Juglans,nigra,Houston
1138,602.0,059,6,602,black walnut,Juglans,nigra,Isanti
1139,602.0,061,1,602,black walnut,Juglans,nigra,Itasca
1140,602.0,063,22,602,black walnut,Juglans,nigra,Jackson
1141,602.0,067,18,602,black walnut,Juglans,nigra,Kandiyohi
1142,602.0,079,4,602,black walnut,Juglans,nigra,Le Sueur
1143,602.0,091,5,602,black walnut,Juglans,nigra,Martin
1144,602.0,095,2,602,black walnut,Juglans,nigra,Mille Lacs
1145,602.0,109,25,602,black walnut,Juglans,nigra,Olmsted
1146,602.0,115,6,602,black walnut,Juglans,nigra,Pine
1147,602.0,127,13,602,black walnut,Juglans,nigra,Redwood
1148,602.0,129,1,602,black walnut,Juglans,nigra,Renville
1149,602.0,139,7,602,black walnut,Juglans,nigra,Scott
1150,602.0,143,11,602,black walnut,Juglans,nigra,Sibley
1151,602.0,147,4,602,black walnut,Juglans,nigra,Steele
1152,602.0,157,100,602,black walnut,Juglans,nigra,Wabasha
1153,602.0,161,31,602,black walnut,Juglans,nigra,Waseca
1154,602.0,163,19,602,black walnut,Juglans,nigra,Washington
1155,602.0,169,153,602,black walnut,Juglans,nigra,Winona
1156,602.0,171,2,602,black walnut,Juglans,nigra,Wright
1157,660.0,003,3,660,apple spp.,Malus,spp.,Anoka
1158,660.0,007,4,660,apple spp.,Malus,spp.,Beltrami
1159,660.0,009,10,660,apple spp.,Malus,spp.,Benton
1160,660.0,017,4,660,apple spp.,Malus,spp.,Carlton
1161,660.0,021,1,660,apple spp.,Malus,spp.,Cass
1162,660.0,029,1,660,apple spp.,Malus,spp.,Clearwater
1163,660.0,045,8,660,apple spp.,Malus,spp.,Fillmore
1164,660.0,049,4,660,apple spp.,Malus,spp.,Goodhue
1165,660.0,053,3,660,apple spp.,Malus,spp.,Hennepin
1166,660.0,055,56,660,apple spp.,Malus,spp.,Houston
1167,660.0,063,3,660,apple spp.,Malus,spp.,Jackson
1168,660.0,071,1,660,apple spp.,Malus,spp.,Koochiching
1169,660.0,079,4,660,apple spp.,Malus,spp.,Le Sueur
1170,660.0,087,1,660,apple spp.,Malus,spp.,Mahnomen
1171,660.0,089,18,660,apple spp.,Malus,spp.,Marshall
1172,660.0,097,4,660,apple spp.,Malus,spp.,Morrison
1173,660.0,109,11,660,apple spp.,Malus,spp.,Olmsted
1174,660.0,115,2,660,apple spp.,Malus,spp.,Pine
1175,660.0,137,12,660,apple spp.,Malus,spp.,Saint Louis
1176,660.0,139,2,660,apple spp.,Malus,spp.,Scott
1177,660.0,141,4,660,apple spp.,Malus,spp.,Sherburne
1178,660.0,153,1,660,apple spp.,Malus,spp.,Todd
1179,660.0,157,9,660,apple spp.,Malus,spp.,Wabasha
1180,660.0,159,2,660,apple spp.,Malus,spp.,Wadena
1181,660.0,161,6,660,apple spp.,Malus,spp.,Waseca
1182,660.0,167,2,660,apple spp.,Malus,spp.,Wilkin
1183,660.0,169,30,660,apple spp.,Malus,spp.,Winona
1184,660.0,171,4,660,apple spp.,Malus,spp.,Wright
1185,681.0,003,2,681,white mulberry,Morus,alba,Anoka
1186,681.0,015,8,681,white mulberry,Morus,alba,Brown
1187,681.0,045,2,681,white mulberry,Morus,alba,Fillmore
1188,681.0,055,2,681,white mulberry,Morus,alba,Houston
1189,681.0,063,7,681,white mulberry,Morus,alba,Jackson
1190,681.0,085,2,681,white mulberry,Morus,alba,McLeod
1191,681.0,091,20,681,white mulberry,Morus,alba,Martin
1192,681.0,151,8,681,white mulberry,Morus,alba,Swift
1193,681.0,157,2,681,white mulberry,Morus,alba,Wabasha
1194,681.0,169,4,681,white mulberry,Morus,alba,Winona
1195,682.0,015,8,682,red mulberry,Morus,rubra,Brown
1196,682.0,037,8,682,red mulberry,Morus,rubra,Dakota
1197,682.0,043,5,682,red mulberry,Morus,rubra,Faribault
1198,682.0,047,2,682,red mulberry,Morus,rubra,Freeborn
1199,682.0,055,9,682,red mulberry,Morus,rubra,Houston
1200,682.0,091,9,682,red mulberry,Morus,rubra,Martin
1201,682.0,093,6,682,red mulberry,Morus,rubra,Meeker
1202,682.0,129,1,682,red mulberry,Morus,rubra,Renville
1203,682.0,143,6,682,red mulberry,Morus,rubra,Sibley
1204,682.0,157,2,682,red mulberry,Morus,rubra,Wabasha
1205,682.0,169,4,682,red mulberry,Morus,rubra,Winona
1206,701.0,001,1151,701,eastern hophornbeam,Ostrya,virginiana,Aitkin
1207,701.0,003,11,701,eastern hophornbeam,Ostrya,virginiana,Anoka
1208,701.0,005,1188,701,eastern hophornbeam,Ostrya,virginiana,Becker
1209,701.0,007,644,701,eastern hophornbeam,Ostrya,virginiana,Beltrami
1210,701.0,009,31,701,eastern hophornbeam,Ostrya,virginiana,Benton
1211,701.0,011,64,701,eastern hophornbeam,Ostrya,virginiana,Big Stone
1212,701.0,013,231,701,eastern hophornbeam,Ostrya,virginiana,Blue Earth
1213,701.0,015,66,701,eastern hophornbeam,Ostrya,virginiana,Brown
1214,701.0,017,165,701,eastern hophornbeam,Ostrya,virginiana,Carlton
1215,701.0,019,54,701,eastern hophornbeam,Ostrya,virginiana,Carver
1216,701.0,021,669,701,eastern hophornbeam,Ostrya,virginiana,Cass
1217,701.0,025,360,701,eastern hophornbeam,Ostrya,virginiana,Chisago
1218,701.0,027,57,701,eastern hophornbeam,Ostrya,virginiana,Clay
1219,701.0,029,427,701,eastern hophornbeam,Ostrya,virginiana,Clearwater
1220,701.0,035,869,701,eastern hophornbeam,Ostrya,virginiana,Crow Wing
1221,701.0,037,78,701,eastern hophornbeam,Ostrya,virginiana,Dakota
1222,701.0,039,41,701,eastern hophornbeam,Ostrya,virginiana,Dodge
1223,701.0,041,102,701,eastern hophornbeam,Ostrya,virginiana,Douglas
1224,701.0,045,280,701,eastern hophornbeam,Ostrya,virginiana,Fillmore
1225,701.0,047,13,701,eastern hophornbeam,Ostrya,virginiana,Freeborn
1226,701.0,049,198,701,eastern hophornbeam,Ostrya,virginiana,Goodhue
1227,701.0,053,144,701,eastern hophornbeam,Ostrya,virginiana,Hennepin
1228,701.0,055,311,701,eastern hophornbeam,Ostrya,virginiana,Houston
1229,701.0,057,240,701,eastern hophornbeam,Ostrya,virginiana,Hubbard
1230,701.0,059,47,701,eastern hophornbeam,Ostrya,virginiana,Isanti
1231,701.0,061,521,701,eastern hophornbeam,Ostrya,virginiana,Itasca
1232,701.0,063,35,701,eastern hophornbeam,Ostrya,virginiana,Jackson
1233,701.0,065,131,701,eastern hophornbeam,Ostrya,virginiana,Kanabec
1234,701.0,067,395,701,eastern hophornbeam,Ostrya,virginiana,Kandiyohi
1235,701.0,071,28,701,eastern hophornbeam,Ostrya,virginiana,Koochiching
1236,701.0,075,128,701,eastern hophornbeam,Ostrya,virginiana,Lake
1237,701.0,077,1,701,eastern hophornbeam,Ostrya,virginiana,Lake of the Woods
1238,701.0,079,51,701,eastern hophornbeam,Ostrya,virginiana,Le Sueur
1239,701.0,085,72,701,eastern hophornbeam,Ostrya,virginiana,McLeod
1240,701.0,087,233,701,eastern hophornbeam,Ostrya,virginiana,Mahnomen
1241,701.0,089,1,701,eastern hophornbeam,Ostrya,virginiana,Marshall
1242,701.0,093,36,701,eastern hophornbeam,Ostrya,virginiana,Meeker
1243,701.0,095,202,701,eastern hophornbeam,Ostrya,virginiana,Mille Lacs
1244,701.0,097,483,701,eastern hophornbeam,Ostrya,virginiana,Morrison
1245,701.0,099,4,701,eastern hophornbeam,Ostrya,virginiana,Mower
1246,701.0,103,27,701,eastern hophornbeam,Ostrya,virginiana,Nicollet
1247,701.0,107,25,701,eastern hophornbeam,Ostrya,virginiana,Norman
1248,701.0,109,141,701,eastern hophornbeam,Ostrya,virginiana,Olmsted
1249,701.0,111,762,701,eastern hophornbeam,Ostrya,virginiana,Otter Tail
1250,701.0,113,7,701,eastern hophornbeam,Ostrya,virginiana,Pennington
1251,701.0,115,629,701,eastern hophornbeam,Ostrya,virginiana,Pine
1252,701.0,119,131,701,eastern hophornbeam,Ostrya,virginiana,Polk
1253,701.0,121,51,701,eastern hophornbeam,Ostrya,virginiana,Pope
1254,701.0,125,32,701,eastern hophornbeam,Ostrya,virginiana,Red Lake
1255,701.0,127,13,701,eastern hophornbeam,Ostrya,virginiana,Redwood
1256,701.0,131,109,701,eastern hophornbeam,Ostrya,virginiana,Rice
1257,701.0,137,193,701,eastern hophornbeam,Ostrya,virginiana,Saint Louis
1258,701.0,139,207,701,eastern hophornbeam,Ostrya,virginiana,Scott
1259,701.0,141,94,701,eastern hophornbeam,Ostrya,virginiana,Sherburne
1260,701.0,143,79,701,eastern hophornbeam,Ostrya,virginiana,Sibley
1261,701.0,145,561,701,eastern hophornbeam,Ostrya,virginiana,Stearns
1262,701.0,147,5,701,eastern hophornbeam,Ostrya,virginiana,Steele
1263,701.0,153,683,701,eastern hophornbeam,Ostrya,virginiana,Todd
1264,701.0,157,122,701,eastern hophornbeam,Ostrya,virginiana,Wabasha
1265,701.0,159,48,701,eastern hophornbeam,Ostrya,virginiana,Wadena
1266,701.0,161,4,701,eastern hophornbeam,Ostrya,virginiana,Waseca
1267,701.0,163,67,701,eastern hophornbeam,Ostrya,virginiana,Washington
1268,701.0,169,223,701,eastern hophornbeam,Ostrya,virginiana,Winona
1269,701.0,171,237,701,eastern hophornbeam,Ostrya,virginiana,Wright
1270,701.0,173,52,701,eastern hophornbeam,Ostrya,virginiana,Yellow Medicine
1271,741.0,001,1414,741,balsam poplar,Populus,balsamifera,Aitkin
1272,741.0,003,1,741,balsam poplar,Populus,balsamifera,Anoka
1273,741.0,005,548,741,balsam poplar,Populus,balsamifera,Becker
1274,741.0,007,7253,741,balsam poplar,Populus,balsamifera,Beltrami
1275,741.0,017,837,741,balsam poplar,Populus,balsamifera,Carlton
1276,741.0,021,1461,741,balsam poplar,Populus,balsamifera,Cass
1277,741.0,027,18,741,balsam poplar,Populus,balsamifera,Clay
1278,741.0,029,1837,741,balsam poplar,Populus,balsamifera,Clearwater
1279,741.0,031,440,741,balsam poplar,Populus,balsamifera,Cook
1280,741.0,035,92,741,balsam poplar,Populus,balsamifera,Crow Wing
1281,741.0,041,76,741,balsam poplar,Populus,balsamifera,Douglas
1282,741.0,049,2,741,balsam poplar,Populus,balsamifera,Goodhue
1283,741.0,057,881,741,balsam poplar,Populus,balsamifera,Hubbard
1284,741.0,061,6367,741,balsam poplar,Populus,balsamifera,Itasca
1285,741.0,065,23,741,balsam poplar,Populus,balsamifera,Kanabec
1286,741.0,069,796,741,balsam poplar,Populus,balsamifera,Kittson
1287,741.0,071,8938,741,balsam poplar,Populus,balsamifera,Koochiching
1288,741.0,075,1801,741,balsam poplar,Populus,balsamifera,Lake
1289,741.0,077,4006,741,balsam poplar,Populus,balsamifera,Lake of the Woods
1290,741.0,087,422,741,balsam poplar,Populus,balsamifera,Mahnomen
1291,741.0,089,2041,741,balsam poplar,Populus,balsamifera,Marshall
1292,741.0,095,20,741,balsam poplar,Populus,balsamifera,Mille Lacs
1293,741.0,097,44,741,balsam poplar,Populus,balsamifera,Morrison
1294,741.0,101,8,741,balsam poplar,Populus,balsamifera,Murray
1295,741.0,107,52,741,balsam poplar,Populus,balsamifera,Norman
1296,741.0,111,313,741,balsam poplar,Populus,balsamifera,Otter Tail
1297,741.0,113,475,741,balsam poplar,Populus,balsamifera,Pennington
1298,741.0,115,386,741,balsam poplar,Populus,balsamifera,Pine
1299,741.0,119,341,741,balsam poplar,Populus,balsamifera,Polk
1300,741.0,125,179,741,balsam poplar,Populus,balsamifera,Red Lake
1301,741.0,135,3210,741,balsam poplar,Populus,balsamifera,Roseau
1302,741.0,137,7935,741,balsam poplar,Populus,balsamifera,Saint Louis
1303,741.0,145,36,741,balsam poplar,Populus,balsamifera,Stearns
1304,741.0,153,127,741,balsam poplar,Populus,balsamifera,Todd
1305,741.0,157,2,741,balsam poplar,Populus,balsamifera,Wabasha
1306,741.0,159,170,741,balsam poplar,Populus,balsamifera,Wadena
1307,742.0,003,3,742,eastern cottonwood,Populus,deltoides,Anoka
1308,742.0,005,1,742,eastern cottonwood,Populus,deltoides,Becker
1309,742.0,011,28,742,eastern cottonwood,Populus,deltoides,Big Stone
1310,742.0,013,77,742,eastern cottonwood,Populus,deltoides,Blue Earth
1311,742.0,015,35,742,eastern cottonwood,Populus,deltoides,Brown
1312,742.0,017,8,742,eastern cottonwood,Populus,deltoides,Carlton
1313,742.0,019,21,742,eastern cottonwood,Populus,deltoides,Carver
1314,742.0,021,3,742,eastern cottonwood,Populus,deltoides,Cass
1315,742.0,023,31,742,eastern cottonwood,Populus,deltoides,Chippewa
1316,742.0,027,60,742,eastern cottonwood,Populus,deltoides,Clay
1317,742.0,031,1,742,eastern cottonwood,Populus,deltoides,Cook
1318,742.0,033,1,742,eastern cottonwood,Populus,deltoides,Cottonwood
1319,742.0,035,31,742,eastern cottonwood,Populus,deltoides,Crow Wing
1320,742.0,037,218,742,eastern cottonwood,Populus,deltoides,Dakota
1321,742.0,039,10,742,eastern cottonwood,Populus,deltoides,Dodge
1322,742.0,045,30,742,eastern cottonwood,Populus,deltoides,Fillmore
1323,742.0,047,44,742,eastern cottonwood,Populus,deltoides,Freeborn
1324,742.0,049,88,742,eastern cottonwood,Populus,deltoides,Goodhue
1325,742.0,051,11,742,eastern cottonwood,Populus,deltoides,Grant
1326,742.0,053,98,742,eastern cottonwood,Populus,deltoides,Hennepin
1327,742.0,055,92,742,eastern cottonwood,Populus,deltoides,Houston
1328,742.0,061,4,742,eastern cottonwood,Populus,deltoides,Itasca
1329,742.0,063,7,742,eastern cottonwood,Populus,deltoides,Jackson
1330,742.0,067,81,742,eastern cottonwood,Populus,deltoides,Kandiyohi
1331,742.0,069,6,742,eastern cottonwood,Populus,deltoides,Kittson
1332,742.0,071,4,742,eastern cottonwood,Populus,deltoides,Koochiching
1333,742.0,073,32,742,eastern cottonwood,Populus,deltoides,Lac qui Parle
1334,742.0,075,1,742,eastern cottonwood,Populus,deltoides,Lake
1335,742.0,079,16,742,eastern cottonwood,Populus,deltoides,Le Sueur
1336,742.0,083,46,742,eastern cottonwood,Populus,deltoides,Lyon
1337,742.0,087,1,742,eastern cottonwood,Populus,deltoides,Mahnomen
1338,742.0,089,39,742,eastern cottonwood,Populus,deltoides,Marshall
1339,742.0,091,9,742,eastern cottonwood,Populus,deltoides,Martin
1340,742.0,093,7,742,eastern cottonwood,Populus,deltoides,Meeker
1341,742.0,095,4,742,eastern cottonwood,Populus,deltoides,Mille Lacs
1342,742.0,097,4,742,eastern cottonwood,Populus,deltoides,Morrison
1343,742.0,101,12,742,eastern cottonwood,Populus,deltoides,Murray
1344,742.0,103,164,742,eastern cottonwood,Populus,deltoides,Nicollet
1345,742.0,107,14,742,eastern cottonwood,Populus,deltoides,Norman
1346,742.0,109,6,742,eastern cottonwood,Populus,deltoides,Olmsted
1347,742.0,111,9,742,eastern cottonwood,Populus,deltoides,Otter Tail
1348,742.0,113,9,742,eastern cottonwood,Populus,deltoides,Pennington
1349,742.0,115,34,742,eastern cottonwood,Populus,deltoides,Pine
1350,742.0,119,59,742,eastern cottonwood,Populus,deltoides,Polk
1351,742.0,121,22,742,eastern cottonwood,Populus,deltoides,Pope
1352,742.0,127,18,742,eastern cottonwood,Populus,deltoides,Redwood
1353,742.0,129,193,742,eastern cottonwood,Populus,deltoides,Renville
1354,742.0,131,16,742,eastern cottonwood,Populus,deltoides,Rice
1355,742.0,137,5,742,eastern cottonwood,Populus,deltoides,Saint Louis
1356,742.0,139,85,742,eastern cottonwood,Populus,deltoides,Scott
1357,742.0,141,68,742,eastern cottonwood,Populus,deltoides,Sherburne
1358,742.0,143,128,742,eastern cottonwood,Populus,deltoides,Sibley
1359,742.0,145,9,742,eastern cottonwood,Populus,deltoides,Stearns
1360,742.0,147,52,742,eastern cottonwood,Populus,deltoides,Steele
1361,742.0,149,34,742,eastern cottonwood,Populus,deltoides,Stevens
1362,742.0,151,18,742,eastern cottonwood,Populus,deltoides,Swift
1363,742.0,153,247,742,eastern cottonwood,Populus,deltoides,Todd
1364,742.0,157,101,742,eastern cottonwood,Populus,deltoides,Wabasha
1365,742.0,159,25,742,eastern cottonwood,Populus,deltoides,Wadena
1366,742.0,161,1,742,eastern cottonwood,Populus,deltoides,Waseca
1367,742.0,163,31,742,eastern cottonwood,Populus,deltoides,Washington
1368,742.0,165,1,742,eastern cottonwood,Populus,deltoides,Watonwan
1369,742.0,167,11,742,eastern cottonwood,Populus,deltoides,Wilkin
1370,742.0,169,136,742,eastern cottonwood,Populus,deltoides,Winona
1371,742.0,171,4,742,eastern cottonwood,Populus,deltoides,Wright
1372,742.0,173,17,742,eastern cottonwood,Populus,deltoides,Yellow Medicine
1373,743.0,001,962,743,bigtooth aspen,Populus,grandidentata,Aitkin
1374,743.0,003,7,743,bigtooth aspen,Populus,grandidentata,Anoka
1375,743.0,005,983,743,bigtooth aspen,Populus,grandidentata,Becker
1376,743.0,007,544,743,bigtooth aspen,Populus,grandidentata,Beltrami
1377,743.0,009,2,743,bigtooth aspen,Populus,grandidentata,Benton
1378,743.0,015,3,743,bigtooth aspen,Populus,grandidentata,Brown
1379,743.0,017,249,743,bigtooth aspen,Populus,grandidentata,Carlton
1380,743.0,021,2679,743,bigtooth aspen,Populus,grandidentata,Cass
1381,743.0,025,64,743,bigtooth aspen,Populus,grandidentata,Chisago
1382,743.0,029,508,743,bigtooth aspen,Populus,grandidentata,Clearwater
1383,743.0,031,19,743,bigtooth aspen,Populus,grandidentata,Cook
1384,743.0,035,1854,743,bigtooth aspen,Populus,grandidentata,Crow Wing
1385,743.0,039,32,743,bigtooth aspen,Populus,grandidentata,Dodge
1386,743.0,041,219,743,bigtooth aspen,Populus,grandidentata,Douglas
1387,743.0,045,19,743,bigtooth aspen,Populus,grandidentata,Fillmore
1388,743.0,049,44,743,bigtooth aspen,Populus,grandidentata,Goodhue
1389,743.0,053,3,743,bigtooth aspen,Populus,grandidentata,Hennepin
1390,743.0,055,92,743,bigtooth aspen,Populus,grandidentata,Houston
1391,743.0,057,1639,743,bigtooth aspen,Populus,grandidentata,Hubbard
1392,743.0,059,64,743,bigtooth aspen,Populus,grandidentata,Isanti
1393,743.0,061,2447,743,bigtooth aspen,Populus,grandidentata,Itasca
1394,743.0,065,150,743,bigtooth aspen,Populus,grandidentata,Kanabec
1395,743.0,069,4,743,bigtooth aspen,Populus,grandidentata,Kittson
1396,743.0,071,74,743,bigtooth aspen,Populus,grandidentata,Koochiching
1397,743.0,075,170,743,bigtooth aspen,Populus,grandidentata,Lake
1398,743.0,077,54,743,bigtooth aspen,Populus,grandidentata,Lake of the Woods
1399,743.0,087,137,743,bigtooth aspen,Populus,grandidentata,Mahnomen
1400,743.0,089,4,743,bigtooth aspen,Populus,grandidentata,Marshall
1401,743.0,095,254,743,bigtooth aspen,Populus,grandidentata,Mille Lacs
1402,743.0,097,772,743,bigtooth aspen,Populus,grandidentata,Morrison
1403,743.0,111,411,743,bigtooth aspen,Populus,grandidentata,Otter Tail
1404,743.0,115,1749,743,bigtooth aspen,Populus,grandidentata,Pine
1405,743.0,135,2,743,bigtooth aspen,Populus,grandidentata,Roseau
1406,743.0,137,3050,743,bigtooth aspen,Populus,grandidentata,Saint Louis
1407,743.0,139,3,743,bigtooth aspen,Populus,grandidentata,Scott
1408,743.0,141,34,743,bigtooth aspen,Populus,grandidentata,Sherburne
1409,743.0,145,57,743,bigtooth aspen,Populus,grandidentata,Stearns
1410,743.0,147,7,743,bigtooth aspen,Populus,grandidentata,Steele
1411,743.0,153,345,743,bigtooth aspen,Populus,grandidentata,Todd
1412,743.0,157,33,743,bigtooth aspen,Populus,grandidentata,Wabasha
1413,743.0,159,110,743,bigtooth aspen,Populus,grandidentata,Wadena
1414,743.0,163,1,743,bigtooth aspen,Populus,grandidentata,Washington
1415,743.0,169,96,743,bigtooth aspen,Populus,grandidentata,Winona
1416,743.0,171,8,743,bigtooth aspen,Populus,grandidentata,Wright
1417,746.0,001,16970,746,quaking aspen,Populus,tremuloides,Aitkin
1418,746.0,003,615,746,quaking aspen,Populus,tremuloides,Anoka
1419,746.0,005,9241,746,quaking aspen,Populus,tremuloides,Becker
1420,746.0,007,27011,746,quaking aspen,Populus,tremuloides,Beltrami
1421,746.0,009,490,746,quaking aspen,Populus,tremuloides,Benton
1422,746.0,013,52,746,quaking aspen,Populus,tremuloides,Blue Earth
1423,746.0,017,10345,746,quaking aspen,Populus,tremuloides,Carlton
1424,746.0,019,2,746,quaking aspen,Populus,tremuloides,Carver
1425,746.0,021,27636,746,quaking aspen,Populus,tremuloides,Cass
1426,746.0,023,4,746,quaking aspen,Populus,tremuloides,Chippewa
1427,746.0,025,465,746,quaking aspen,Populus,tremuloides,Chisago
1428,746.0,027,229,746,quaking aspen,Populus,tremuloides,Clay
1429,746.0,029,9679,746,quaking aspen,Populus,tremuloides,Clearwater
1430,746.0,031,13919,746,quaking aspen,Populus,tremuloides,Cook
1431,746.0,035,8837,746,quaking aspen,Populus,tremuloides,Crow Wing
1432,746.0,037,179,746,quaking aspen,Populus,tremuloides,Dakota
1433,746.0,039,36,746,quaking aspen,Populus,tremuloides,Dodge
1434,746.0,041,326,746,quaking aspen,Populus,tremuloides,Douglas
1435,746.0,045,197,746,quaking aspen,Populus,tremuloides,Fillmore
1436,746.0,049,332,746,quaking aspen,Populus,tremuloides,Goodhue
1437,746.0,051,16,746,quaking aspen,Populus,tremuloides,Grant
1438,746.0,053,30,746,quaking aspen,Populus,tremuloides,Hennepin
1439,746.0,055,335,746,quaking aspen,Populus,tremuloides,Houston
1440,746.0,057,15919,746,quaking aspen,Populus,tremuloides,Hubbard
1441,746.0,059,563,746,quaking aspen,Populus,tremuloides,Isanti
1442,746.0,061,42468,746,quaking aspen,Populus,tremuloides,Itasca
1443,746.0,065,4232,746,quaking aspen,Populus,tremuloides,Kanabec
1444,746.0,067,80,746,quaking aspen,Populus,tremuloides,Kandiyohi
1445,746.0,069,5438,746,quaking aspen,Populus,tremuloides,Kittson
1446,746.0,071,33009,746,quaking aspen,Populus,tremuloides,Koochiching
1447,746.0,075,16684,746,quaking aspen,Populus,tremuloides,Lake
1448,746.0,077,8920,746,quaking aspen,Populus,tremuloides,Lake of the Woods
1449,746.0,085,10,746,quaking aspen,Populus,tremuloides,McLeod
1450,746.0,087,3691,746,quaking aspen,Populus,tremuloides,Mahnomen
1451,746.0,089,8359,746,quaking aspen,Populus,tremuloides,Marshall
